medicine_shape_seq,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤
11696,,SNP MS,,장방형,노랑,노랑
11697,,R분할선C,JI,타원형,주황,
11698,,C분할선P,,장방형,주황,
11699,,KB,25,장방형,노랑,
11700,,KB,20,장방형,노랑,
11701,,KB,24,장방형,노랑,
11702,,KB,19,장방형,노랑,
11703,,KB,21,장방형,노랑,
11704,,HNZ,RS20,원형,분홍,
11705,,Melobic 15mg,,장방형,초록,노랑
11706,,KDP250,,원형,갈색,
11707,,PL,6,타원형,연두,
11708,,PL,625,타원형,하양,
11709,,PL,3,타원형,파랑,
11710,,마크 N,10/10,장방형,하양,
11711,,마크 N,10/20,장방형,하양,
11712,,마크 N,CL,타원형,노랑,
11713,,마크,10,원형,노랑,
11714,,마크,5,원형,하양,
11715,,SPC,35,타원형,주황,
11716,,IH,10/10,장방형,하양,
11717,,CLP,271,원형,하양,
11718,,A분할선C,S,타원형,연두,
11719,,AS,10,원형,분홍,
11720,,A03,,타원형,하양,파랑
11721,,50,,장방형,분홍,
11722,,AG,TS,타원형,연두,하양
11723,,TB3,,타원형,하양,회색
11724,,TB1,,타원형,하양,회색
11725,,TB2,,타원형,하양,회색
11726,,WJ,33,원형,분홍,
11727,,TH 1,,타원형,하양,회색
11728,,TH 2,,타원형,하양,회색
11729,,TH 3,,타원형,하양,회색
11730,,HK DN,,타원형,파랑,
11731,,S분할선U,T분할선3,기타,초록,
11732,,마크 N,S5,원형,하양,
11733,,마크 N,S10,원형,노랑,
11734,,HI2,,타원형,파랑,하양
11735,,A01,,타원형,하양,파랑
11736,,A02,,타원형,하양,파랑
11737,,JW7 JW7,,장방형,갈색,노랑
11738,,GSI,510,장방형,초록,
11739,,W분할선I,50,타원형,분홍,
11740,,W분할선I,100,타원형,주황,
11741,,135,,원형,하양,
11742,,DWP,LK4,타원형,분홍,
11743,,DWP,LK5,원형,분홍,
11744,,SWΛT,,원형,하양,
11745,,SU,T4,원형,분홍,
11746,,HT,AF,장방형,갈색,
11747,,0,KT2,타원형,하양,파랑
11748,,0,KT1,타원형,하양,파랑
11749,,0,KT3,타원형,하양,파랑
11750,,HI1,,타원형,파랑,하양
11751,,HI3,,타원형,파랑,하양
11752,,AN,AV2,원형,하양,
11753,,M분할선5,AN,장방형,하양,
11754,,가베콘,,타원형,초록,
11755,,유메C,,장방형,"파랑, 투명",
11756,,H분할선D,20,삼각형,노랑,
11757,,A30,M분할선I,원형,분홍,
11758,,IC,OF,원형,하양,
11759,,IC,T분할선2,원형,분홍,
11760,,IC,SV분할선20,타원형,분홍,
11761,,마크,R10,원형,분홍,
11762,,OZ분할선60,OZ분할선MI,타원형,분홍,
11763,,AL,PNS,기타,파랑,
11764,,Z4,,원형,노랑,
11765,,SPT,40,원형,하양,
11766,,OL 40RO 10,,원형,하양,
11767,,20,OEO,원형,하양,
11768,,10,OEO,원형,하양,
11769,,JPT,,원형,하양,
11770,,TX1,,타원형,파랑,하양
11771,,TX2,,타원형,파랑,하양
11772,,TX3,,타원형,파랑,하양
11773,,KS3,,타원형,하양,파랑
11774,,0,마크 N1,타원형,회색,하양
11775,,0,마크 N2,타원형,회색,하양
11776,,0,마크 N3,타원형,회색,하양
11777,,HT,G분할선80,장방형,노랑,
11778,,H85,,장방형,파랑,하양
11779,,KG1,,타원형,하양,회색
11780,,KG2,,타원형,하양,회색
11781,,KG3,,타원형,하양,회색
11782,,MI분할선3,분할선,타원형,파랑,
11783,,PK,625,타원형,하양,
11784,,PK,375,타원형,하양,
11785,,N15 NZP,,장방형,노랑,노랑
11786,,T G,T/A,장방형,노랑,
11787,,LCB,,장방형,초록,
11788,,LCB,60,타원형,연두,
11789,,LJ,10,원형,하양,
11790,,OT,UM,원형,주황,
11791,,CIΛL분할선20,20분할선CIΛL,기타,노랑,
11792,,KKM,625,타원형,하양,
11793,,마크 PGN75,,장방형,갈색,하양
11794,,마크 PGN150,,장방형,하양,하양
11795,,TPT,마크,원형,하양,
11796,,SFR 마크,,장방형,회색,하양
11797,,I∩I,M10,사각형,주황,
11798,,I∩I,M5,원형,분홍,
11799,,I∩I,M4,타원형,분홍,
11800,,CL,100,원형,하양,
11801,,ENK,10/20,장방형,하양,
11802,,마크01,,장방형,주황,하양
11803,,KMS,,타원형,파랑,하양
11804,,리버솔,,타원형,갈색,
11805,,AC/LC,,원형,하양,
11806,,F분할선80,AC,장방형,노랑,
11807,,F분할선40,AC,원형,하양,
11808,,TGF,,타원형,갈색,
11809,,RXN HL,,장방형,하양,하양
11810,,OT,,타원형,연두,
11811,,KAP,분할선,장방형,하양,
11812,,DN,C4,타원형,분홍,
11813,,DN,C5,원형,분홍,
11814,,DN,MT,사각형,분홍,
11815,,D.W,R20,타원형,분홍,
11816,,ΛUS,02,원형,분홍,
11817,,ΛUS,03,원형,분홍,
11818,,PT1,,타원형,파랑,하양
11819,,PT2,,타원형,파랑,하양
11820,,PT3,,타원형,파랑,하양
11821,,마크250,,원형,갈색,
11822,,ROC,,타원형,하양,
11823,,CP1,,타원형,하양,회색
11824,,CP2,,타원형,하양,회색
11825,,CP3,,타원형,하양,회색
11826,,CPL,,원형,하양,
11827,,마크,,원형,연두,
11828,,0,LU,타원형,하양,
11829,,J분할선H,N500,장방형,노랑,
11830,,MA2,,타원형,하양,파랑
11831,,MA1,,타원형,하양,파랑
11832,,KS,10/10,장방형,하양,
11833,,KS,10/20,장방형,하양,
11834,,KS2,,타원형,하양,파랑
11835,,SCD,S분할선R,장방형,연두,
11836,,0,B41,타원형,파랑,하양
11837,,AN EDT,,장방형,초록,노랑
11838,,R분할선R,35,타원형,주황,
11839,,KS2,,원형,분홍,
11840,,CV,,타원형,연두,
11841,,S분할선10,DWP,원형,분홍,
11842,,S5,DWP,원형,분홍,
11843,,HNZ,C분할선5,원형,하양,
11844,,DS,J,원형,연두,
11845,,LUCO S,,장방형,파랑,하양
11846,,EP50,,원형,하양,
11847,,CN20,분할선,장방형,노랑,
11848,,CN,5,타원형,노랑,
11849,,60,NGP,타원형,연두,
11850,,SJ A2,,타원형,하양,파랑
11851,,SJ A1,,타원형,하양,파랑
11852,,TGN,,원형,빨강,
11853,,W분할선I,1분할선0,타원형,노랑,
11854,,0,,원형,분홍,
11855,,마크 신한방화콜,,장방형,갈색,갈색
11856,,HDDT,,타원형,"노랑, 투명",
11857,,IY,A2,원형,하양,
11858,,MONSTI1.5mg,,장방형,노랑,노랑
11859,,GGZ,,타원형,주황,
11860,,MTB,,장방형,갈색,
11861,,QDE,,타원형,주황,
11862,,KMP,,타원형,갈색,
11863,,CL,HS,타원형,노랑,
11864,,AGW,,타원형,하양,
11865,,AGT,,타원형,하양,
11866,,BR,L100,기타,하양,
11867,,KS,Λ분할선5,팔각형,하양,
11868,,KS,,타원형,주황,
11869,,DVC,,타원형,"노랑, 투명",
11870,,DWB,VA16,타원형,빨강,
11871,,DWB,VA8,타원형,분홍,
11872,,VEX,,타원형,갈색,
11873,,KJ RV,10,원형,분홍,
11874,,ΛJU,ΛET,장방형,노랑,
11875,,ΛJ,T3,타원형,하양,
11876,,C분할선2,BI,원형,분홍,
11877,,W분할선N,HWP,타원형,주황,
11878,,그리아틴,,타원형,갈색,
11879,,OM2,,원형,분홍,
11880,,JH 02,,장방형,하양,하양
11881,,IK,P분할선Z,원형,노랑,
11882,,CP,23,원형,연두,
11883,,KG,R분할선C,타원형,주황,
11884,,HN Cuo,,장방형,주황,하양
11885,,마크 IST,,장방형,초록,노랑
11886,,마크,M10,사각형,주황,
11887,,K.D,,원형,갈색,
11888,,마크,2510,장방형,주황,
11889,,콜그린A------ 마크,ColgreenA---------,장방형,노랑,주황
11890,,NK,CN,타원형,노랑,
11891,,ΛP분할선DN,마크,장방형,노랑,
11892,,DTR,,타원형,"노랑, 투명",
11893,,LCB1,,장방형,갈색,
11894,,LCB,L8,장방형,하양,
11895,,LCB,분할선,장방형,주황,
11896,,ES,,장방형,하양,
11897,,HDP,100,타원형,노랑,
11898,,HDP,50,타원형,분홍,
11899,,TTΛ3,,타원형,하양,
11900,,TW 1,,타원형,파랑,하양
11901,,CΛ,ΛΛ,원형,하양,
11902,,PT,,타원형,"노랑, 투명",
11903,,메가엠지,,장방형,갈색,
11904,,51H,마크,타원형,하양,
11905,,ΛUK,12,타원형,하양,
11906,,KPA150,,원형,하양,
11907,,KB DS,,장방형,노랑,노랑
11908,,TM3,,타원형,하양,회색
11909,,TM2,,타원형,하양,회색
11910,,TM1,,타원형,하양,회색
11911,,TT1,,타원형,하양,회색
11912,,TT2,,타원형,하양,회색
11913,,TT3,,타원형,하양,회색
11914,,M40,분할선,타원형,하양,
11915,,M80,,타원형,하양,
11916,,MP40,분할선,타원형,하양,분홍
11917,,MP80,,타원형,하양,분홍
11918,,KIM,F분할선40,원형,하양,
11919,,KIM,F분할선80,장방형,노랑,
11920,,0,B85,타원형,파랑,하양
11921,,Λ1,HN,타원형,하양,파랑
11922,,Λ2,HN,타원형,하양,파랑
11923,,Λ3,HN,타원형,하양,파랑
11924,,TG분할선T,,원형,노랑,
11925,,EC,,원형,하양,
11926,,DIS,,장방형,연두,
11927,,IC,FV,원형,하양,
11928,,IC,M분할선5,장방형,하양,
11929,,마크분할선D,30000,타원형,연두,
11930,,마크분할선D,7000,타원형,노랑,
11931,,SF분할선100,HW,원형,하양,
11932,,EH,분할선,원형,하양,
11933,,Λ04,,타원형,하양,
11934,,마크,03,원형,노랑,
11935,,마크,04,원형,노랑,
11936,,CVP,,장방형,초록,노랑
11937,,UDN 마크,,장방형,하양,하양
11938,,마크,60,타원형,연두,
11939,,PLT,,타원형,갈색,
11940,,BTSDWB,분할선,원형,하양,
11941,,UN3,분할선,장방형,연두,
11942,,AN,LP,원형,하양,
11943,,AN FLC,,장방형,파랑,하양
11944,,LE,,원형,하양,
11945,,마크,H3,장방형,분홍,
11946,,마크,H1,장방형,하양,
11947,,마크,H2,장방형,노랑,
11948,,0,alza 36,장방형,하양,
11949,,0,alza 54,장방형,갈색,
11950,,TA1,,타원형,파랑,하양
11951,,TA3,,타원형,파랑,하양
11952,,TA2,,타원형,파랑,하양
11953,,AC,R분할선L,타원형,주황,
11954,,R분할선S,ΛJ,타원형,주황,
11955,,로페리놀S IB,,장방형,노랑,노랑
11956,,CLP 644,,장방형,하양,하양
11957,,CLP 643,,장방형,갈색,하양
11958,,SK,L20,타원형,파랑,
11959,,SK,L5,타원형,분홍,
11960,,SK,L10,타원형,노랑,
11961,,R분할선마크,,타원형,주황,
11962,,CΛO,,원형,노랑,
11963,,OΛ,,원형,노랑,
11964,,ALC100,,장방형,하양,하양
11965,,IC,5/10,타원형,하양,
11966,,IC,5/20,타원형,하양,
11967,,IC,LV,타원형,하양,
11968,,ROXIC,,원형,하양,
11969,,ICUP,,장방형,노랑,
11970,,ICUPS,,장방형,노랑,
11971,,IC,CL,타원형,노랑,
11972,,IC,ITR,원형,하양,
11973,,IC CX200,,장방형,하양,하양
11974,,20,B,원형,노랑,
11975,,AN,IT,원형,하양,
11976,,AN10,,사각형,분홍,
11977,,DT3,,타원형,파랑,하양
11978,,DT1,,타원형,파랑,하양
11979,,DT2,,타원형,파랑,하양
11980,,마크,L100,기타,하양,
11981,,마크,L50,타원형,하양,
11982,,FNM,마크,타원형,파랑,
11983,,Curan 300,,장방형,하양,
11984,,KS1,,타원형,하양,파랑
11985,,NK,T,원형,하양,
11986,,KbD,분할선,장방형,연두,
11987,,CPI,,장방형,하양,
11988,,ΛUK분할선16,분할선,기타,파랑,
11989,,ITZ,,장방형,하양,
11990,,TA1,,타원형,하양,
11991,,TA2,,타원형,하양,
11992,,KD,3분할선1,장방형,연두,
11993,,HKC,분할선,장방형,하양,
11994,,SJ A3,,타원형,하양,파랑
11995,,0,B45,타원형,파랑,하양
11996,,10,B,원형,노랑,
11997,,마크N,FSD,기타,파랑,
11998,,CL,VK,원형,노랑,
11999,,CL,VC,원형,하양,
12000,,마크RD,D,타원형,주황,
12001,,TBC,,타원형,노랑,
12002,,R분할선C,HN,타원형,주황,
12003,,200,HNZ,원형,연두,
12004,,TAN,,타원형,연두,
12005,,LOP,,원형,주황,
12006,,FRZ,,타원형,분홍,
12007,,CLP,D 3,장방형,하양,
12008,,CΛFI,십자분할선,원형,파랑,
12009,,DKC,4,원형,분홍,
12010,,DKC,2,원형,분홍,
12011,,ZP5,분할선,장방형,분홍,
12012,,마크1,,타원형,하양,회색
12013,,마크2,,타원형,하양,회색
12014,,마크 D,분할선,장방형,연두,
12015,,마크,TL3,타원형,하양,
12016,,코프에이,,장방형,"초록, 투명",
12017,,COLD,,장방형,"빨강, 투명",
12018,,모아코A,,장방형,"주황, 투명",
12019,,CKD,,타원형,"연두, 투명",
12020,,DWB,V분할선16,타원형,주황,
12021,,DWB,V분할선8,원형,분홍,
12022,,IDCC,,원형,하양,
12023,,ID CC,,장방형,하양,
12024,,Kb,5,원형,하양,
12025,,DUC,,타원형,"노랑, 투명",
12026,,BOF 250,,장방형,하양,하양
12027,,PL3,,타원형,하양,
12028,,OE3,,타원형,파랑,하양
12029,,DUTA,,타원형,"노랑, 투명",
12030,,TW 3,,타원형,파랑,하양
12031,,TW 2,,타원형,파랑,하양
12032,,ΛUK 7,,장방형,보라,하양
12033,,75 OTKK,,장방형,노랑,회색
12034,,TC,LT,원형,하양,
12035,,AMR,375,타원형,하양,
12036,,마크,R분할선C,타원형,주황,
12037,,TG분할선TP,십자분할선,원형,노랑,
12038,,FNP,마크,타원형,주황,
12039,,NK,N80,타원형,하양,
12040,,BPΛΛ,,장방형,하양,
12041,,NCF,,원형,하양,
12042,,마크V1,,타원형,하양,파랑
12043,,C100,UT,장방형,하양,
12044,,W분할선I,150,타원형,분홍,
12045,,G C,분할선,타원형,연두,
12046,,TM2,,원형,하양,
12047,,TM1,,원형,하양,
12048,,LCB2,,장방형,연두,
12049,,마크,20,원형,노랑,
12050,,마크,10,원형,노랑,
12051,,KB BF,,장방형,빨강,하양
12052,,마크,D분할선I,원형,노랑,
12053,,마크,2,원형,하양,
12054,,KS,VC,장방형,갈색,
12055,,투와이스P,,장방형,갈색,
12056,,AMR,625,타원형,하양,
12057,,150,NA,타원형,분홍,
12058,,TC1,,원형,노랑,
12059,,+D,TC,타원형,하양,
12060,,R분할선M,10,타원형,하양,
12061,,R분할선M,20,타원형,하양,
12062,,T분할선C,AS,기타,노랑,
12063,,TC URO,,장방형,노랑,
12064,,TCU,,원형,하양,
12065,,625,LAM,타원형,하양,
12066,,GHC,,장방형,갈색,
12067,,마크 3,,타원형,하양,회색
12068,,마크 1,,타원형,하양,회색
12069,,마크 2,,타원형,하양,회색
12070,,TMP,분할선,타원형,하양,분홍
12071,,TMS,,타원형,하양,분홍
12072,,TMV1,,타원형,하양,회색
12073,,TMV2,,타원형,하양,회색
12074,,TMV3,,타원형,하양,회색
12075,,HYH,,장방형,갈색,
12076,,HYE,,장방형,갈색,
12077,,이든파마 3mg,,장방형,주황,주황
12078,,H41,,타원형,하양,회색
12079,,H45,,타원형,하양,회색
12080,,ATN+,,타원형,노랑,
12081,,ID T7,40/20,타원형,하양,
12082,,ID T0,80/20,타원형,하양,
12083,,KB,18,장방형,노랑,
12084,,40,,원형,노랑,
12085,,PL,CL,타원형,노랑,
12086,,KP분할선nx,50,장방형,노랑,
12087,,UN,U20,원형,분홍,
12088,,UN,U10,원형,분홍,
12089,,UN,U5,원형,노랑,
12090,,CMP LW,,타원형,갈색,
12091,,IWP,,타원형,갈색,
12092,,TM1,UT,타원형,파랑,하양
12093,,OL 10RO 10,,원형,하양,
12094,,ETX,M분할선5,타원형,노랑,
12095,,VP,,원형,노랑,
12096,,VP,1분할선,원형,노랑,
12097,,AT1,SCD,타원형,하양,
12098,,Λ분할선G,NT,타원형,하양,
12099,,IC,AM분할선5,팔각형,하양,
12100,,ICT,,원형,하양,
12101,,IDT,분할선,원형,노랑,
12102,,WI 3,,타원형,하양,파랑
12103,,25/50,,장방형,파랑,
12104,,Λ분할선N,RS,원형,하양,
12105,,AN CFC   250mg,,장방형,남색,하양
12106,,SW,MTK,사각형,분홍,
12107,,MA3,,타원형,하양,파랑
12108,,CLP,185,원형,노랑,
12109,,Kb,T8,타원형,하양,
12110,,Kb,T4,타원형,하양,
12111,,AC,VT,원형,노랑,
12112,,KAP HMR,,장방형,갈색,갈색
12113,,AC,100,타원형,갈색,
12114,,KS,PV,원형,하양,
12115,,hw,D5,원형,노랑,
12116,,hw,D10,원형,노랑,
12117,,KN HA,,장방형,갈색,
12118,,ANT,,타원형,하양,
12119,,마크,,원형,갈색,
12120,,PTK,,타원형,노랑,
12121,,M분할선M,RN,장방형,하양,
12122,,AT3,SCD,타원형,하양,
12123,,AT2,SCD,타원형,하양,
12124,,L10,NVR,원형,하양,
12125,,72H,,원형,하양,
12126,,마크 REX,,장방형,하양,하양
12127,,B-AT,YH,타원형,분홍,
12128,,KS,LI,원형,하양,
12129,,KS4,,원형,분홍,
12130,,KK ED,,장방형,초록,노랑
12131,,BA,YH,타원형,분홍,
12132,,IDP NF,,타원형,하양,
12133,,IY,,사각형,분홍,
12134,,WI,R,원형,하양,
12135,,AC,A625,타원형,하양,
12136,,SQ,10,원형,분홍,
12137,,S분할선Q,5,원형,노랑,
12138,,EAC,분할선,삼각형,파랑,
12139,,마크,TH2,타원형,하양,
12140,,SNP MG2,,장방형,갈색,
12141,,PCC,,타원형,하양,
12142,,0,TL3,타원형,회색,하양
12143,,0,TL2,타원형,회색,하양
12144,,0,TL1,타원형,회색,하양
12145,,Thalidomide CELGENE  50mg,,장방형,하양,하양
12146,,AN2,,원형,분홍,
12147,,AN4,,원형,분홍,
12148,,AN,AS분할선5,팔각형,하양,
12149,,AN,AV,원형,하양,
12150,,AN,TS,타원형,연두,하양
12151,,AN,AS분할선10,팔각형,하양,
12152,,BPH,A400,장방형,주황,
12153,,마크,75,원형,분홍,
12154,,IB4,,원형,분홍,
12155,,IB2,,원형,분홍,
12156,,IK,TP,원형,하양,
12157,,HK,,타원형,초록,
12158,,R분할선C,MK,타원형,노랑,
12159,,WI 2,,타원형,하양,파랑
12160,,WI 1,,타원형,하양,파랑
12161,,ANW,,타원형,하양,
12162,,VNP,,장방형,갈색,
12163,,LPL,20,원형,하양,
12164,,LPL,10,원형,하양,
12165,,마크,분할선,원형,노랑,
12166,,마크NV,,타원형,하양,
12167,,OL 10RO 5,,원형,하양,
12168,,VBT,분할선,타원형,노랑,
12169,,URSA 300,,장방형,분홍,하양
12170,,H분할선S,100,타원형,파랑,
12171,,MONSTI3mg,,장방형,주황,주황
12172,,SML MD7.5,,장방형,연두,연두
12173,,SML MD15,,장방형,연두,노랑
12174,,mom,SI,원형,갈색,
12175,,AVT,,타원형,"노랑, 투명",
12176,,FPV,,타원형,노랑,
12177,,BO,분할선,타원형,하양,
12178,,BO,분할선,원형,하양,
12179,,CD ADC,,장방형,갈색,노랑
12180,,CP,250,원형,하양,
12181,,마크N80,분할선,타원형,하양,
12182,,이부뉴,,타원형,"청록, 투명",
12183,,YP,T5,타원형,노랑,
12184,,DCDU,,타원형,"노랑, 투명",
12185,,ID V,분할선,타원형,하양,
12186,,I∩I,10/20,장방형,하양,
12187,,I∩I,10/10,장방형,하양,
12188,,I∩I,10,원형,노랑,
12189,,I∩I,5,원형,노랑,
12190,,I∩,2,원형,노랑,
12191,,I∩,1,원형,노랑,
12192,,TN2,,원형,하양,
12193,,ΛUK 18,,장방형,주황,주황
12194,,KKO,,장방형,하양,
12195,,마크N40,분할선,타원형,하양,
12196,,마크,H분할선2,원형,분홍,
12197,,HN,M,사각형,노랑,
12198,,MGB,,타원형,갈색,
12199,,ZENSTRYN P,ZENSTRYN P,원형,하양,
12200,,EDB,,원형,파랑,
12201,,VIT,,원형,노랑,
12202,,FRV-P,,장방형,갈색,갈색
12203,,PL1,,타원형,하양,회색
12204,,PL2,,타원형,하양,회색
12205,,SJP,분할선,원형,하양,
12206,,SJ D,,타원형,"노랑, 투명",
12207,,KMP TRS,,장방형,주황,노랑
12208,,SDQN,,타원형,"노랑, 투명",
12209,,SDQC,,타원형,"파랑, 투명",
12210,,SDQ,,타원형,"주황, 투명",
12211,,ROS 5,,원형,노랑,
12212,,ROS10,,원형,분홍,
12213,,ROS20,,원형,분홍,
12214,,마크4,,원형,분홍,
12215,,마크2,,원형,분홍,
12216,,MGA,,타원형,갈색,
12217,,HUV,U 2,장방형,주황,
12218,,HUV,U 1,원형,주황,
12219,,HUV,U 7,장방형,노랑,
12220,,90,NVR,타원형,파랑,
12221,,180,NVR,타원형,파랑,
12222,,360,NVR,타원형,파랑,
12223,,크로닌,,장방형,"청록, 투명",
12224,,AM3041,,원형,노랑,
12225,,AZP분할선50,,원형,노랑,
12226,,KS CLS,,장방형,"빨강, 투명",
12227,,마크-2.5,,원형,노랑,
12228,,TAFLU 30mg,,장방형,연두,노랑
12229,,TAFLU 75mg,,장방형,초록,회색
12230,,5,CJ,원형,노랑,
12231,,분할선,마크,팔각형,하양,
12232,,5분할선,마크,팔각형,하양,
12233,,DWP,25,원형,연두,
12234,,ET,N분할선1,원형,하양,
12235,,ALK,T분할선U,육각형,하양,
12236,,MOA,,타원형,갈색,
12237,,JWS,T,원형,하양,
12238,,NU,,타원형,연두,
12239,,F분할선R,S,사각형,하양,
12240,,ry,COL,원형,노랑,
12241,,SPCM4,십자분할선,타원형,하양,
12242,,마크02 100,,장방형,하양,하양
12243,,0,PRG300,장방형,갈색,하양
12244,,RP,150,원형,하양,
12245,,GC,80,원형,초록,
12246,,미리코,,장방형,"주황, 투명",
12247,,KKM,,장방형,"초록, 투명",
12248,,SS CF250,,장방형,파랑,하양
12249,,마크,100,장방형,하양,
12250,,Λ분할선C,80,원형,분홍,
12251,,GDOR,1000,장방형,하양,
12252,,마크250,,원형,하양,
12253,,마크,10분할선00,장방형,하양,
12254,,DTD,,타원형,"노랑, 투명",
12255,,D14 마크,,장방형,하양,하양
12256,,S2,,원형,연두,
12257,,JPA,T,원형,하양,
12258,,Λ03,,타원형,하양,
12259,,CΛ2,,타원형,주황,
12260,,CΛ1,,원형,주황,
12261,,I∩I,MO,원형,하양,
12262,,K.D,M,타원형,갈색,
12263,,PCD KKM,,장방형,초록,노랑
12264,,RC,108,원형,분홍,
12265,,RC,1016,원형,주황,
12266,,RC,58,원형,분홍,
12267,,덴타나,,장방형,노랑,노랑
12268,,NS,AB분할선5,팔각형,하양,
12269,,KPP A,,장방형,주황,주황
12270,,RY,T분할선M,원형,하양,
12271,,SML,ΛF,원형,하양,
12272,,PT,250,타원형,분홍,
12273,,CI,HWP,원형,연두,
12274,,BCWP ESP40,,장방형,주황,주황
12275,,ΛJ,T2,타원형,하양,
12276,,ΛJ,T1,타원형,하양,
12277,,CTJ,,원형,하양,
12278,,BUD,,원형,파랑,
12279,,TTΛ1,,타원형,하양,
